Greece,1408526324,2945417938,2.3951E+11,79977429675,-0.921271918,5763072026,7.548293961,0,0,82594240000,-136299,10.24482289,3,8,44,22.76156407,2.514177093,54.63120558,31.29999924,24.29999924,8529037,13.30000019,7.599999905,21.5,79.19999695,65.19999695
Grenada,-212831042.2,74688413.33,842571332.2,424283137.4,-0.044228555,150571024.1,9.56,2.640459829,79.36613607,0,-4274,0,6,42,45.3,18.66941737,0,21.21145858,0,0,37683,0,0,0,0,0
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48368,0,0,0,0,0
Guatemala,-1354045930,1353141908,53851148432,18755625573,4.343371313,7269204490,6.915812011,5.451666667,40.59127142,0,-120001,0,9,7,40.9,10.83595935,0.463793584,12.96372067,3,3,7949113,32.70000076,14.5,18.5,74.59999847,36.90000153
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155802,0,0,0,0,0
Guyana,-425606950.3,200558390,2982036494,2350007936,1.832450594,783621044.5,0,1.133680556,55.40498783,0,-27278,0,3,35,32,0,1.182446167,0,13.89999962,9.600000381,215996,0,0,0,0,0
Hong Kong SAR. China,4152632602,76857453418,2.75743E+11,6.26888E+11,4.351767906,3.1121E+11,8.69,0.01,0,3.10078E+12,150000,480.0942494,7,3,22.6,0,0,0,2.700000048,3.799999952,7187500,0,3.900000095,19,79.30000305,79.40000153
Honduras,-1655053848,1069029263,18496438641,12645008695,5.161898986,3008371882,10.62225789,11.64742833,59.56230846,0,-80000,0,9,48,42.6,14.74747232,1.243216513,23.49926829,5.099999905,3.299999952,4202151,35.79999924,19.39999962,18.39999962,70.19999695,31.29999924
Heavily indebted poor countries (HIPC),0,32171594294,5.98852E+11,2.43324E+11,5.582066084,0,0,0,24.81649831,0,-2672487,0,4.684210526,40.97368421,57.77894737,0,1.17534956,0,7.675190598,5.636352273,229950237,0,0,0,0,0
Croatia,715818525.1,927860092.4,57770884729,24591099741,2.206461781,17766773694,13.89044235,1.520833333,89.01866198,22321200000,-20000,0,5,19,19.3,19.57716166,1.656485041,36.59503219,16.89999962,17.70000076,2483578,9.5,15.69999981,38.79999924,75.5,50.59999847
Haiti,-543440360.3,160377879.4,8452718010,4473012362,5.853472722,2518080430,0,0.683333333,26.21544387,0,-150000,0,2,47,40.3,0,0,0,7.800000191,5.900000095,5859024,0,0,0,0,0
Hungary,5314940392,-3846675495,1.34402E+11,1.08405E+11,1.725839487,46508014070,0,2.459441112,65.51790795,19797410000,29999,8.053807341,6,12,49.3,22.80517086,0.900508771,43.36323576,10.19999981,10.10000038,6955430,4.699999809,19.10000038,39.29999924,78.19999695,54.09999847
Indonesia,-29109457592,23281742362,9.10479E+11,2.25519E+11,6.413386778,99386827825,12.46651073,6.264166667,43.52682839,3.46674E+11,-700000,10.8577737,4,65,31.4,0,0.918660584,0,7.300000191,5.599999905,131292700,34.79999924,15,23.60000038,51.59999847,40.79999924
Isle of Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45033,0,0,0,0,0
India,-49225968929,28153031270,1.8618E+12,5.23559E+11,10.90764331,2.98092E+11,6.923103346,0,0,1.13883E+12,-2598218,28.67076629,6,33,60.8,10.78848388,2.44837934,16.09460483,4,3.400000095,409362870,49.70000076,0,0,0,0
Ireland,14437746279,49960134752,2.3826E+11,2.08143E+11,0.502678204,1635950589,7.7487761,0,0,1.70123E+11,-140001,6.293894372,7,9,25.8,21.74382514,0.50187332,37.23840823,10.80000019,15,2881613,6,8.699999809,26.89999962,89.59999847,62.90000153
Iran. Islamic Rep.,0,3049945000,5.11621E+11,1.01242E+11,39.26636098,0,0,14.76277306,0,3.45777E+11,-300001,8.659898796,2,20,44.1,0,0,0,19.79999924,11.30000019,55796648,0,0,0,0,0
Iraq,0,5131200000,2.32497E+11,64832700000,1.879498007,77747259730,0,5.746666667,-1.365020745,0,548666,0,1,14,27.8,0,3.396266786,0,22.5,13.5,23397663,0,0,0,0,0
Iceland,895537480.8,472623705.7,15376604281,7327389413,3.884644993,4237652279,24,0,140.9470988,0,-378,0,5,21,29.8,22.23918277,0,34.3575824,5.199999809,5.900000095,304150,4.199999809,7.900000095,28.60000038,88.90000153,64.09999847
Israel,7953900000,12448100000,2.92408E+11,91894593996,1.525873129,81785519418,6.976546228,0,82.08936817,2.03301E+11,19497,19.00725602,6,33,28.9,21.92214086,5.802390006,38.61551207,6.300000191,6.199999809,7415707,1.200000048,8.399999619,25.79999924,89.69999695,70.59999847
Italy,20122307996,19530574591,2.13354E+12,5.66354E+11,1.219992129,1.45725E+11,5.404376373,0,0,0,528269,0,2,13,65.6,22.5588166,1.588529714,40.72850775,13.10000038,11.60000038,41372290,3.400000095,13.80000019,37,83.80000305,58.79999924
Jamaica,-1314349906,591928347.2,14187446661,7487158877,9.344402834,1818363942,0,3.65649735,51.80628404,3339700000,-97000,0,6,36,46.5,27.08415397,0.900526625,34.09705616,19.5,11.30000019,1475078,18.20000076,5.900000095,22.20000076,85.90000153,52
Jordan,-3358778219,1748569035,33593843662,24172957746,5.468989069,13826036064,12.9,4.8475,0,25764430000,229617,10.20249435,0,25,29.1,15.25758585,3.559505307,29.52543632,22.10000038,10.5,5375431,2,7.599999905,20,91.69999695,77.80000305
Japan,41132069984,7412010906,4.91956E+12,9.34277E+11,0.35947166,1.26685E+12,5.483215603,0.542166667,366.5330334,4.54317E+12,350000,123.6612814,4,13,49.8,10.08687665,0.990501451,19.33304344,3.700000048,4.300000191,117776764,3.700000048,14.5,34.29999924,80.59999847,60.40000153
Kazakhstan,-117824860.1,9946760285,2.31876E+11,62863178798,5.836702333,24691645608,13.1951111,0,39.08028579,26228210000,159807,0.298659265,3,6,28.9,0,1.100207851,0,6.300000191,4.099999905,9090193,24.20000076,12.19999981,27.10000038,64.5,47.79999924
Kenya,-4871711579,371846696.4,54930813988,18339048035,5.71827408,6598881896,14.29351503,8.641769671,43.06861823,22256300000,-50000,0,7,41,37.4,15.87837126,1.566626878,19.55809203,10.5,8,10827096,0,0,0,0,0
Kyrgyz Republic,-1684165046,757642400,7335027592,6731841257,6.606535722,2238390695,16.9,2.244324603,0,0,-113963,0,8,52,29,18.11668711,3.196219027,22.91851743,9.5,7.5,2029486,31.70000076,11,26.29999924,56,42.90000153
Cambodia,-1607382851,1345044252,15449630419,10303038305,2.94260016,4997865520,0,1.343402778,39.70480877,0,-149999,0,11,40,21,11.60633735,1.575896038,11.72337188,0.300000012,0.300000012,3063813,0,0,0,0,0
Kiribati,0,1173035.623,168951535,186715582.2,0,0,0,0,0,0,-2130,0,4,7,32.7,16.05420584,0,62.37130428,0,0,47819,0,0,0,0,0
St. Kitts and Nevis,-62703314.07,110789970.4,787290366.9,379951688.9,1.029866117,301952578.1,0,3.736245864,64.1149963,0,0,0,5,39,51.6,20.1904302,0,27.65431104,0,0,17318,0,0,0,0,0
Korea. Rep.,81148200000,12766600000,1.3056E+12,6.38384E+11,1.307866014,3.45694E+11,8.272548922,2.890833333,155.8033232,1.23455E+12,300000,102.1781174,5,11,33.3,0,2.599539654,0,2.799999952,3.299999952,41305176,6.099999905,13.60000038,32.20000076,80.19999695,61.79999924
Kosovo,-451377583.1,343172577.5,7073021774,3461763144,1.762585125,1102915208,9.101751606,2.3873,0,0,0,0,8,33,15.4,0,0,0,0,0,0,0,0,0,0,0
Kuwait,71266644445,1433630444,1.74161E+11,46579689704,2.702702703,32410160396,12.2,2.020675,54.30080924,0,517500,0,2,12,12.4,0.716305914,3.343645353,31.7945413,2.599999905,3.400000095,3532956,0,0,0,0,0
Latin America & Caribbean (developing only),0,1.68701E+11,4.76101E+12,1.20281E+12,2.816502821,0,9.903405627,0,80.94464448,1.84605E+12,-2120734,22.3726324,4,29.24347826,45.3,14.38146385,1.38274276,0,7.683808368,4.970182096,402417261,16.00223386,13.22491824,27.63553637,77.40448431,50.68439221
Lao PDR,-376058212.3,426667686.2,11192471435,5163766027,6.364939277,1064915567,0,0,0,0,-117700,0,2,34,26.3,14.83200194,0,12.01734538,1.100000024,1.600000024,2399655,0,0,0,0,0
Lebanon,-10982558996,2879838137,44352418120,33440984782,5.543828737,47855927736,0,5.828333333,0,10573400000,1250000,0,2,20,30,15.48357987,4.029238432,27.3027392,11.10000038,4.599999905,3933915,0,0,0,0,0
Liberia,-535768739.1,700267800,1946500000,1954000000,7.574897857,493099664.2,0,3.871703933,0,0,-20000,0,4,33,28.6,0.283823709,0.784947341,0.337713312,3.900000095,3.5,2100517,0,0,0,0,0
Libya,-108100000,702000000,65509594212,42467521233,2.605818027,1.19714E+11,0,2.5,0,0,-501692,0,0,19,32.8,0,0,0,29.39999962,15.19999981,4898122,0,0,0,0,0
St. Lucia,-100327087.8,83515042.22,1334385778,736174795.7,1.472018389,192222647.5,0,2.934238185,123.2095003,0,40,0,5,35,34.7,22.89227075,0,23.3301165,0,0,33652,0,0,0,0,0
